Pay Grade/Step,Annual Salary,Class #,Title,Current Dept Description,Employment Status,EEO Job Cat,EEO Job Cat Desc,Gender,Ethnic Code,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt Y/N
SR0710,"43,119.00",03027,Equip & Supply Clerk 3,General Services,Full Time,006,Administrative Support,M,02,Black,1958,10/16/89,N
SR1007,"54,101.74",06598,Cust Svc Supv,Water Services,Full Time,006,Administrative Support,M,02,Black,1967,2/1/90,Y
SR0902,"42,178.09",10103,Application Tech 3,General Services,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1953,10/7/96,N
SR1400,"111,102.47",10744,Health Manager 3,Health,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1961,11/16/96,Y
SR0700,"43,119.00",03027,Equip & Supply Clerk 3,Health,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1961,4/1/94,N
SR1200,"70,915.71",07783,Info Systems App Analyst 3,Water Services,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1965,5/1/90,Y
SR0907,"48,980.83",06034,Program Coord,Parks,Full Time,002,Professionals,F,02,Black,1971,2/3/95,Y
SR0709,"42,013.08",06880,Recreation Leader,Parks,Full Time,005,Para-Professional,F,02,Black,1960,8/8/97,N
MAC01A,"26,415.10",10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1957,11/19/96,N
MAC07C,"39,110.24",10798,PF& Comm Engagement Adv II-MAC,Metro Action Commission,Full Time,005,Para-Professional,F,02,Black,1962,8/16/93,N
SR0500,"34,571.05",06485,Outreach Worker,Health,Full Time,005,Para-Professional,F,02,Black,1957,8/1/87,N
SR1010,"58,609.58",07742,Envir Compliance Officer 2,Water Services,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1960,1/20/86,N
SR0400,"30,801.94",10343,Custodian 1 - Health,Health,Full Time,008,Service Maintenance,M,03,Hispanic,1964,2/22/94,N
SR0600,"37,001.03",07378,Program Spec 1,Health,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1964,12/7/98,N
MAC08B,"42,181.32",10236,Headstart Teacher 2,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1974,12/13/99,N
TG1105,"46,115.07",03610,Plumber,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1958,12/19/88,N
MAC07C,"38,156.61",10798,PF& Comm Engagement Adv II-MAC,Metro Action Commission,Full Time,005,Para-Professional,F,02,Black,1964,3/7/00,N
PS0410,"59,808.39",07356,Police Officer 2,Police,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1971,2/16/02,N
SR1002,"46,588.67",06598,Cust Svc Supv,Water Services,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1969,12/16/94,N
HD0300,"42,897.16",10758,Public Health Nurse 1,Health,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1964,3/16/97,N
TL1405,"57,383.02",07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1954,11/19/90,N
SR1005,"51,096.52",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1959,8/6/79,N
SR0905,"46,259.74",06034,Program Coord,Parks,Full Time,005,Para-Professional,F,02,Black,1965,9/4/92,Y
PS0607,"71,185.83",07366,Police Sergeant,Police,Full Time,003,Technicians,M,02,Black,1967,5/1/92,N
SR0905,"46,259.74",06034,Program Coord,Parks,Full Time,002,Professionals,M,02,Black,1955,2/27/87,Y
TS1305,"64,987.71",07786,Indust Maint Supv 2,Water Services,Full Time,003,Technicians,M,02,Black,1956,10/29/84,Y
NS,"25,500.00",10816,Satellite position,Register of Deeds,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1960,10/1/03,Y
TG1105,"46,115.07",06184,Indust Mechanic 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1973,12/15/97,N
SR070M,"44,412.57",07738,Cust Svc Field Rep 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1960,5/1/82,N
SR1200,"60,686.30",06830,Facilities Mgr,Parks,Full Time,002,Professionals,M,02,Black,1966,6/1/92,Y
TL1405,"57,383.02",07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1959,11/17/86,N
SR0907,"48,980.83",06034,Program Coord,Parks,Full Time,002,Professionals,F,02,Black,1968,3/21/97,Y
TS1205,"62,205.51",07317,Indust Maint Supv 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1956,8/12/74,Y
SR1200,"70,915.71",04153,Envir Engineer 2,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1971,9/25/00,Y
TS0905,"55,945.54",06188,Treatment Plant Shift Operator,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1958,1/10/77,N
TL0705,"41,918.58",07325,Maint & Repair Leader 1,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1965,8/1/96,N
PS0410,"59,808.39",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,10/1/00,N
SR0810,"47,908.79",10124,Office Support Spec 2,Parks,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1960,11/4/94,N
SR0700,"43,119.00",10345,Printing Equip Oper - Health,Health,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1953,2/14/94,N
MAC11A,"58,425.33",10789,Early Childhood Ctr Mgr-MAC,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1966,6/7/04,Y
TG1105,"46,115.07",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1954,3/28/79,N
MAC02A,"29,018.94",10216,Custodian,Metro Action Commission,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1963,11/16/99,N
TS0805,"53,882.07",07327,Maint & Repair Supv,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1960,11/5/79,Y
SR0800,"47,908.79",10150,Finance Officer 1,Health,Full Time,002,Professionals,F,02,Black,1959,2/16/88,N
SR0610,"38,683.28",10122,Office Support Rep 3,Parks,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1957,10/24/86,N
TL1305,"55,203.62",06195,Indust Electronics Tech 2,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1951,3/14/94,N
TS1105,"60,049.30",07803,Treatment Plant Shift Supv,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1968,3/14/88,Y
SR0505,"30,139.69",07767,Circulation Asst 2,Public Library,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1982,6/28/10,N
SR1500,"98,700.00",07762,Special Projects Mgr,Parks,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1967,7/1/02,Y
SR0700,"40,449.75",10123,Office Support Spec 1,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1969,8/21/00,N
SR1008,"55,604.35",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1968,6/8/87,N
NS,"31,000.00",06504,Deputy Criminal Ct Clerk 3,Criminal Court Clerk,Full Time,006,Administrative Support,F,03,Hispanic,1969,10/8/12,N
TG0305,"28,981.32",07280,Custodian 1,Parks,Full Time,008,Service Maintenance,M,02,Black,1961,1/10/00,N
TL0905,"46,323.74",10168,Water Maint Leader 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1970,6/5/89,N
SR0907,"48,979.84",10127,Park Police 2,Parks,Full Time,004,Protective Service Workers,M,02,Black,1957,12/15/06,N
TL0905,"46,323.74",10168,Water Maint Leader 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1966,10/20/86,N
SR0700,"43,119.00",10123,Office Support Spec 1,Health,Full Time,006,Administrative Support,F,02,Black,1954,12/19/77,N
TS1305,"64,987.71",07786,Indust Maint Supv 2,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1947,5/5/75,Y
SR0707,"39,801.23",06880,Recreation Leader,Parks,Full Time,005,Para-Professional,M,01,White (Not of Hispanic Origin),1962,3/16/90,N
SR0708,"40,907.16",10163,Service Rep 2,Water Services,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1956,8/16/96,N
TL1404,"55,365.92",07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1964,9/28/87,N
HD0600,"62,571.78",06489,Public Hlth Nurse Practitioner,Health,Part Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1953,9/1/98,Y
CM00,"15,000.00",01334,Council Member,Metropolitan Council,Elected,000,Elected Officials,M,01,White (Not of Hispanic Origin),1980,9/1/11,Y
SR070M,"44,412.57",07738,Cust Svc Field Rep 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,1/16/89,N
TG0805,"40,063.78",07341,Painter 1,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1954,11/4/74,N
MAC01A,"24,281.20",10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1956,2/16/16,N
TG065M,"37,086.58",10166,Water Maint Tech 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1954,6/8/81,N
SR0404,"12,508.95",06084,Concessions Clerk 1,Parks,Part Time,006,Administrative Support,M,02,Black,1962,4/15/06,N
SR1200,"58,644.60",06830,Facilities Mgr,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,4/9/94,Y
HD0100,"43,139.77",06251,Public Health LPN,Health,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1953,4/29/91,N
SR0905,"46,259.74",06034,Program Coord,Parks,Full Time,002,Professionals,F,02,Black,1959,11/4/95,Y
TL0905,"46,323.74",07326,Maint & Repair Leader 2,Parks,Full Time,008,Service Maintenance,M,02,Black,1966,4/1/85,N
TL1003,"21,655.30",02230,Bldg Maint Lead Mechanic,General Services,Part Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1953,9/28/15,N
TG1103,"42,799.61",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1980,4/7/07,N
MAC06A,"32,700.06",10727,Family Dev Specialist 1-MAC,Metro Action Commission,Full Time,002,Professionals,F,02,Black,1964,4/16/99,N
SR070M,"44,412.57",07738,Cust Svc Field Rep 3,Water Services,Full Time,008,Service Maintenance,M,02,Black,1965,6/1/86,N
MAC07C,"40,971.93",10227,Family Svcs Spec 2,Metro Action Commission,Full Time,005,Para-Professional,F,02,Black,1969,9/9/96,N
SR0600,"36,116.64",10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,02,Black,1959,6/1/13,N
TG035M,"29,850.76",02799,Maint & Repair Worker 1,Parks,Full Time,008,Service Maintenance,M,02,Black,1969,4/5/94,N
TG045M,"32,859.72",07328,Maint & Repair Worker 2,Parks,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1967,7/27/10,N
NS,"27,641.53",10120,Office Support Rep 1,Juvenile Court Clerk,Full Time,006,Administrative Support,F,02,Black,1974,7/13/15,N
TL1404,"55,365.92",07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1975,10/14/96,N
SR0810,"47,908.79",10124,Office Support Spec 2,Water Services,Full Time,006,Administrative Support,F,02,Black,1958,6/16/86,N
SR0510,"34,571.05",06085,Concessions Clerk 2,Parks,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1959,5/1/92,N
SR1005,"51,096.52",05923,Special Programs Coord,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1971,3/15/91,Y
SR1500,"98,700.00",07762,Special Projects Mgr,Parks,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1956,2/1/83,Y
TG0705,"38,093.05",06827,Equip Operator 2,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1968,3/9/98,N
SR1004,"49,593.90",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1960,4/30/90,N
SR1200,"56,594.58",06830,Facilities Mgr,Parks,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1959,6/2/12,Y
SR0500,"27,675.28",10121,Office Support Rep 2,State Fair Board,Full Time,006,Administrative Support,F,02,Black,1981,9/28/15,N
DP0200,"122,181.81",10223,Exec Dir,Metro Action Commission,Full Time,001,Officials and Administrators,F,02,Black,1962,7/1/00,Y
SR070M,"44,412.57",07738,Cust Svc Field Rep 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1965,10/16/90,N
SR0900,"53,062.48",06632,Food Inspector 2,Health,Full Time,001,Officials and Administrators,F,02,Black,1965,8/13/90,N
SR1006,"52,599.13",07244,Admin Svcs Officer 3,Sheriff,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1976,7/16/04,N
RP1005,"10,652.93",09102,Part Time Worker 3,Parks,Part Time,005,Para-Professional,M,02,Black,1949,12/17/10,N
SR0600,"38,683.28",10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,02,Black,1968,10/16/94,N
SR0705,"13,532.31",07335,Naturalist 2,Parks,Part Time,002,Professionals,F,01,White (Not of Hispanic Origin),1957,9/3/96,N
SR0800,"47,908.79",06567,Commun Disease Investigator,Health,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1960,8/27/98,N
TG1105,"46,115.68",06186,Treatment Plant Tech 2,Water Services,Full Time,007,Skilled Craft Workers,M,01,White (Not of Hispanic Origin),1965,4/28/86,N
SR1108,"61,230.14",02280,Golf Course Mgr,Parks,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1963,5/26/87,Y
SR0600,"38,683.28",10122,Office Support Rep 3,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1953,2/26/80,N
SR0908,"50,341.38",06922,Property Stan Insp 1,Codes Administration,Full Time,001,Officials and Administrators,M,02,Black,1972,1/1/00,N
SR0800,"47,908.79",10392,Administrative Asst - Health,Health,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1968,8/21/86,N
TL1405,"57,383.02",07787,Indust Tech Master,Water Services,Full Time,007,Skilled Craft Workers,M,02,Black,1955,8/19/91,N
SR1005,"51,096.52",07244,Admin Svcs Officer 3,Water Services,Full Time,002,Professionals,M,02,Black,1952,3/1/93,N
NS,"38,129.36",10736,Youth Data Spec-NCAC,NCAC,Full Time,006,Administrative Support,F,02,Black,1964,7/29/96,N
SR070M,"44,412.57",07738,Cust Svc Field Rep 3,Water Services,Full Time,008,Service Maintenance,M,01,White (Not of Hispanic Origin),1961,5/1/82,N
TG0305,"28,981.32",07280,Custodian 1,Parks,Full Time,008,Service Maintenance,M,02,Black,1957,9/29/00,N
SR1300,"65,377.35",06247,Parks & Recreation Supt,Parks,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1982,10/6/00,Y
PS0507,"60,983.16",07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1982,12/1/05,N
TG0305,"28,980.64",07280,Custodian 1,Parks,Full Time,008,Service Maintenance,M,02,Black,1958,10/1/00,N
SR1300,"74,129.52",04855,Library Mgr 3,Public Library,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1968,2/1/00,Y
SR0901,"40,817.54",07241,Admin Asst,Police,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1986,7/16/11,N
SR1001,"45,086.06",10720,Crime Lab Forensic Scientist 1,Police,Full Time,006,Administrative Support,F,01,White (Not of Hispanic Origin),1986,1/1/11,N
SR1500,"102,141.44",01339,Ct Admin,Juvenile Court,Full Time,001,Officials and Administrators,M,01,White (Not of Hispanic Origin),1964,10/16/00,Y
SR0510,"16,949.30",10755,Call Center Operator-DCSO,Sheriff,Part Time,006,Administrative Support,F,02,Black,1954,1/12/15,N
PS0606,"69,208.48",07305,Fire Captain,Fire,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1977,10/10/00,N
PS0410,"63,396.89",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,02,Black,1978,10/1/00,N
SR1300,"69,638.05",07234,Information Systems Advisor 1,Information Technology Service,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1962,10/16/00,Y
CA0200,"27,976.00",10710,Security & Parking Off 2-MCC,Convention Center Authority,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1984,2/29/16,N
MAC01A,"24,526.68",10250,Teacher Asst,Metro Action Commission,Full Time,006,Administrative Support,F,02,Black,1969,10/16/00,N
SR0903,"43,538.64",07241,Admin Asst,General Sessions Court,Full Time,006,Administrative Support,F,02,Black,1954,11/1/00,N
SR1110,"64,539.17",06902,Urban Forester,Codes Administration,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1964,10/16/00,Y
SR1009,"57,106.96",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1963,10/16/00,N
SR1500,"130,998.93",07420,Water Svcs Asst Dir,Water Services,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1955,10/16/00,Y
SR1500,"100,580.82",04674,Attorney 3,Law,Full Time,002,Professionals,M,01,White (Not of Hispanic Origin),1976,10/30/00,Y
SR1000,"50,123.84",07244,Admin Svcs Officer 3,Finance,Full Time,002,Professionals,F,02,Black,1966,12/8/93,Y
SR1005,"51,096.52",07300,Engineering Tech 3,Water Services,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1963,9/3/91,N
SR1400,"101,919.74",06232,Finance Mgr,Water Services,Full Time,001,Officials and Administrators,F,01,White (Not of Hispanic Origin),1962,11/1/00,Y
PS0510,"66,064.72",10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1972,11/15/00,N
PS0409,"58,275.18",01818,Emerg Medical Tech 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1972,11/1/06,N
PS0510,"66,064.72",07344,Paramedic 2,Fire,Full Time,003,Technicians,F,02,Black,1965,11/15/00,N
PS0510,"66,064.72",07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1971,11/15/00,N
PS0510,"66,064.72",10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1969,11/15/00,N
PS0510,"68,046.66",07344,Paramedic 2,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1977,11/15/00,N
PS0510,"68,046.66",07307,Fire Engineer,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1973,11/15/00,N
PS0609,"75,140.54",07305,Fire Captain,Fire,Full Time,002,Professionals,F,01,White (Not of Hispanic Origin),1973,11/15/00,N
PS0410,"59,808.39",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1970,11/15/00,N
PS0410,"59,808.39",07309,Fire Fighter 2,Fire,Full Time,004,Protective Service Workers,M,01,White (Not of Hispanic Origin),1974,11/15/00,N
ET030S,"51,096.52",10409,Emer Telecommunications Off 3,Emergency Communication Center,Full Time,006,Administrative Support,M,01,White (Not of Hispanic Origin),1958,6/8/15,N
PS0510,"66,064.72",07344,Paramedic 2,Fire,Full Time,003,Technicians,F,01,White (Not of Hispanic Origin),1959,11/16/00,N
PS0510,"68,046.66",10112,Fire Fighter/Paramedic,Fire,Full Time,003,Technicians,M,01,White (Not of Hispanic Origin),1971,11/15/00,N
